dt,co2_ppm,temperature_c,humidity_pct,lvoc_ppb,pm25_ugm3,headcount
2024-03-01 11:00:00,565.0,25.0,50.0,0.0,6.0,1.8571428571428572
2024-03-01 11:15:00,547.0,25.3,50.0,11.0,4.0,3.4885496183206106
2024-03-01 11:30:00,559.0,25.0,50.0,0.0,1.0,4.346590909090909
2024-03-01 11:45:00,574.0,24.8,50.0,0.0,1.0,4.067796610169491
2024-03-01 12:00:00,575.0,24.5,51.0,0.0,3.0,2.688679245283019
2024-03-01 12:15:00,577.5,24.3,52.0,54.0,1.5,2.3444444444444446
2024-03-01 12:30:00,567.0,24.3,52.0,57.0,1.0,2.391304347826087
2024-03-01 12:45:00,528.0,24.0,52.0,0.0,2.0,2.2222222222222223
2024-03-01 13:00:00,536.0,24.0,52.0,0.0,1.0,2.014705882352941
2024-03-01 13:15:00,513.0,24.0,52.0,0.0,1.0,1.852112676056338
2024-03-01 13:30:00,525.0,24.0,55.0,0.0,3.0,1.3773584905660377
2024-03-01 13:45:00,534.0,24.0,57.0,0.0,2.0,2.7119565217391304
2024-03-01 14:00:00,526.0,24.0,58.0,0.0,2.0,3.090909090909091
2024-03-01 14:15:00,465.0,24.15,55.5,0.0,2.0,3.575
2024-03-01 14:30:00,459.0,24.3,55.0,0.0,1.0,2.7333333333333334
2024-03-01 14:45:00,468.0,24.3,55.0,0.0,1.0,2.393063583815029
2024-03-01 15:00:00,457.0,24.3,54.0,0.0,2.0,2.56140350877193
2024-03-01 15:15:00,478.0,24.3,54.0,0.0,1.0,2.603960396039604
2024-03-01 15:30:00,439.0,24.3,53.0,21.0,1.0,2.3949579831932772
2024-03-01 15:45:00,464.0,24.3,52.0,0.0,3.0,1.8076923076923077
2024-03-01 16:00:00,453.0,24.5,52.0,0.0,2.5,3.4130434782608696
2024-03-01 16:15:00,461.0,24.8,51.0,0.0,4.0,5.157608695652174
2024-03-01 16:30:00,475.0,24.8,51.0,0.0,1.0,4.0064935064935066
2024-03-01 16:45:00,483.0,24.8,51.0,0.0,1.0,4.059633027522936
2024-03-01 17:00:00,463.0,24.8,54.0,0.0,6.0,5.2076502732240435
2024-03-01 17:15:00,478.0,24.8,56.0,0.0,2.0,4.508875739644971
2024-03-01 17:30:00,469.0,24.5,57.0,0.0,2.0,3.4474885844748857
2024-03-01 17:45:00,469.5,24.0,58.5,110.0,1.5,2.090909090909091
2024-03-01 18:00:00,456.0,23.8,60.0,0.0,3.0,2.507575757575758
2024-03-01 18:15:00,470.0,23.5,61.0,0.0,2.0,2.1009174311926606
2024-03-01 18:30:00,456.0,23.3,61.0,1.0,1.0,1.2857142857142858
2024-03-01 18:45:00,460.0,23.3,61.0,0.0,2.0,1.0
2024-03-01 19:00:00,479.0,23.0,62.0,0.0,1.0,2.23728813559322
2024-03-01 19:15:00,494.0,22.8,61.0,0.0,2.0,1.6851851851851851
2024-03-01 19:30:00,479.5,22.65,60.5,0.0,2.0,1.6851851851851851
2024-03-01 19:45:00,484.0,22.5,60.0,0.0,3.0,1.6075949367088607
2024-03-01 20:00:00,482.0,22.3,59.0,0.0,2.0,1.2258064516129032
2024-03-01 20:15:00,490.0,22.0,58.0,0.0,1.0,0.7142857142857143
2024-03-01 20:30:00,483.0,22.0,57.0,0.0,1.0,0.9166666666666666
2024-03-01 20:45:00,490.0,21.8,57.0,0.0,2.0,1.3055555555555556
2024-03-01 21:00:00,476.0,21.8,56.0,0.0,1.0,1.2291666666666667
2024-03-01 21:15:00,476.5,21.5,56.0,0.0,3.5,0.4444444444444444
2024-03-01 21:30:00,470.0,21.5,56.0,0.0,3.0,0.42857142857142855
2024-03-01 21:45:00,448.0,21.3,57.0,0.0,1.0,0.3333333333333333
2024-03-01 22:00:00,461.0,21.0,57.0,0.0,1.0,1.28125
2024-03-01 22:15:00,468.0,21.0,57.0,0.0,2.0,1.5
2024-03-01 22:30:00,472.0,21.0,57.0,0.0,3.0,1.3888888888888888
2024-03-01 22:45:00,458.0,21.0,58.0,0.0,2.0,0.35
2024-03-01 23:00:00,460.5,20.8,58.5,0.0,3.5,0.5333333333333333
2024-03-01 23:15:00,477.0,21.3,57.0,0.0,5.0,0.35
2024-03-01 23:30:00,477.0,21.5,57.0,0.0,7.0,0.3333333333333333
2024-03-01 23:45:00,503.0,21.8,56.0,0.0,6.0,0.5454545454545454
2024-03-02 00:00:00,482.0,22.0,56.0,0.0,12.0,0.95
2024-03-02 00:15:00,492.0,22.3,55.0,0.0,11.0,0.6875
2024-03-02 00:30:00,474.0,22.3,55.0,0.0,16.0,1.515625
2024-03-02 00:45:00,501.0,22.5,55.0,0.0,17.5,0.8571428571428571
2024-03-02 01:00:00,498.0,22.8,55.0,0.0,16.0,0.7142857142857143
2024-03-02 01:15:00,510.0,22.8,55.0,0.0,19.0,1.125
2024-03-02 01:30:00,502.0,22.8,55.0,0.0,22.0,0.875
2024-03-02 01:45:00,519.0,22.8,55.0,0.0,26.0,0.5
2024-03-02 02:00:00,488.0,22.8,55.0,0.0,19.0,0.4375
2024-03-02 02:15:00,480.0,22.8,55.0,0.0,10.0,0.5454545454545454
2024-03-02 02:30:00,487.5,22.8,54.5,0.0,17.5,0.5
2024-03-02 02:45:00,488.0,22.8,54.0,0.0,14.0,0.3333333333333333
2024-03-02 03:00:00,502.0,22.8,54.0,0.0,9.0,0.0
2024-03-02 03:15:00,479.0,22.8,54.0,0.0,11.0,0.13333333333333336
2024-03-02 03:30:00,471.0,22.8,54.0,0.0,18.0,0.2666666666666667
2024-03-02 03:45:00,475.0,22.8,54.0,0.0,18.0,0.4
2024-03-02 04:00:00,466.0,22.8,54.0,0.0,11.0,0.2
2024-03-02 04:15:00,465.5,22.8,54.0,0.0,21.0,0.24444444444444444
2024-03-02 04:30:00,470.0,22.8,54.0,0.0,18.0,0.28888888888888886
2024-03-02 04:45:00,460.0,22.8,54.0,0.0,13.0,0.3333333333333333
2024-03-02 05:00:00,456.0,22.8,54.0,0.0,12.0,0.5
2024-03-02 05:15:00,472.0,22.8,54.0,0.0,9.0,0.0
2024-03-02 05:30:00,478.0,22.5,54.0,0.0,11.0,0.030612244897959183
2024-03-02 05:45:00,468.0,22.5,55.0,0.0,15.0,0.061224489795918366
2024-03-02 06:00:00,459.5,22.5,54.0,0.0,11.5,0.09183673469387756
2024-03-02 06:15:00,450.0,22.5,54.0,0.0,16.0,0.12244897959183673
2024-03-02 06:30:00,454.0,22.5,54.0,0.0,6.0,0.15306122448979592
2024-03-02 06:45:00,455.0,22.5,54.0,0.0,15.0,0.1836734693877551
2024-03-02 07:00:00,441.0,22.5,55.0,0.0,6.0,0.21428571428571427
2024-03-02 07:15:00,432.0,22.5,55.0,0.0,4.0,0.24489795918367346
2024-03-02 07:30:00,440.0,22.8,55.0,0.0,3.0,0.2755102040816326
2024-03-02 07:45:00,423.0,22.9,54.5,0.0,4.0,0.30612244897959184
2024-03-02 08:00:00,423.0,22.8,55.0,0.0,2.0,0.336734693877551
2024-03-02 08:15:00,435.0,22.8,55.0,0.0,2.0,0.3673469387755102
2024-03-02 08:30:00,424.0,22.8,55.0,0.0,1.0,0.3979591836734694
2024-03-02 08:45:00,433.0,22.8,55.0,0.0,2.0,0.42857142857142855
2024-03-02 09:00:00,422.0,23.0,54.0,0.0,2.0,0.3333333333333333
2024-03-02 09:15:00,448.0,23.0,53.0,0.0,3.0,0.3333333333333333
2024-03-02 09:30:00,440.5,22.8,53.0,0.0,4.5,1.1428571428571428
2024-03-02 09:45:00,441.0,23.0,52.0,0.0,2.0,0.6666666666666666
2024-03-02 10:00:00,451.0,23.0,52.0,0.0,4.0,1.3076923076923077
2024-03-02 10:15:00,439.0,23.0,52.0,0.0,0.0,0.25
2024-03-02 10:30:00,445.0,23.3,53.0,0.0,2.0,0.3333333333333333
2024-03-02 10:45:00,449.0,23.3,52.0,0.0,1.0,0.3333333333333333
2024-03-02 11:00:00,452.0,23.3,51.0,0.0,4.0,0.3333333333333333
2024-03-02 11:15:00,450.5,23.5,48.5,0.0,2.0,0.3333333333333333
2024-03-02 11:30:00,443.0,23.5,48.0,0.0,3.0,0.3333333333333333
2024-03-02 11:45:00,434.0,23.8,47.0,0.0,4.0,0.3333333333333333
2024-03-02 12:00:00,454.0,23.8,46.0,0.0,1.0,0.3333333333333333
2024-03-02 12:15:00,445.0,23.8,46.0,0.0,3.0,0.3333333333333333
2024-03-02 12:30:00,440.0,24.0,45.0,0.0,8.0,0.75
2024-03-02 12:45:00,444.0,24.0,45.0,0.0,5.0,0.3333333333333333
2024-03-02 13:00:00,441.0,24.0,44.0,0.0,4.0,0.3666666666666667
2024-03-02 13:15:00,441.0,24.3,44.0,0.0,2.0,0.4
2024-03-02 13:30:00,463.0,24.3,43.0,0.0,3.0,0.41428571428571426
2024-03-02 13:45:00,446.0,24.3,43.0,0.0,2.0,0.42857142857142855
2024-03-02 14:00:00,439.0,24.3,42.0,0.0,3.0,0.0
2024-03-02 14:15:00,441.0,24.3,41.0,0.0,1.0,0.16666666666666666
2024-03-02 14:30:00,448.0,24.3,41.0,0.0,3.0,0.3333333333333333
2024-03-02 14:45:00,437.5,23.8,42.0,0.0,3.0,0.5714285714285714
2024-03-02 15:00:00,454.0,23.5,43.0,0.0,2.0,0.5714285714285714
2024-03-02 15:15:00,445.0,23.5,43.0,0.0,5.0,0.5714285714285714
2024-03-02 15:30:00,440.0,23.3,43.0,0.0,5.0,0.375
2024-03-02 15:45:00,448.0,23.3,42.0,0.0,3.0,0.45454545454545453
2024-03-02 16:00:00,468.0,23.3,43.0,0.0,2.0,0.4090909090909091
2024-03-02 16:15:00,461.0,23.0,43.0,0.0,4.0,0.42857142857142855
2024-03-02 16:30:00,462.5,23.0,42.0,0.0,3.0,0.3
2024-03-02 16:45:00,471.0,23.0,42.0,0.0,3.0,0.3333333333333333
2024-03-02 17:00:00,446.0,23.0,42.0,0.0,1.0,0.3333333333333333
2024-03-02 17:15:00,462.0,23.0,42.0,0.0,2.0,0.36363636363636365
2024-03-02 17:30:00,440.0,22.8,42.0,0.0,1.0,0.9444444444444444
2024-03-02 17:45:00,448.0,22.8,42.0,0.0,3.0,0.3333333333333333
2024-03-02 18:00:00,443.0,22.8,42.0,0.0,1.0,0.3333333333333333
2024-03-02 18:15:00,454.0,22.8,42.0,0.0,3.5,0.42857142857142855
2024-03-02 18:30:00,447.0,22.5,42.0,0.0,5.0,0.6153846153846154
2024-03-02 18:45:00,449.0,22.5,42.0,0.0,2.0,0.0
2024-03-02 19:00:00,448.0,22.3,43.0,0.0,2.0,0.3333333333333333
2024-03-02 19:15:00,459.0,22.3,43.0,0.0,3.0,0.4
2024-03-02 19:30:00,462.0,22.3,44.0,0.0,2.0,1.1538461538461537
2024-03-02 19:45:00,465.0,22.5,44.0,0.0,8.0,1.0
2024-03-02 20:00:00,448.0,22.5,44.0,0.0,2.0,0.46153846153846156
2024-03-02 20:15:00,449.0,22.8,44.0,0.0,4.0,1.0
2024-03-02 20:30:00,441.0,22.8,44.0,0.0,2.0,0.4444444444444444
2024-03-02 20:45:00,435.0,23.0,43.0,0.0,2.0,0.3333333333333333
2024-03-02 21:00:00,428.0,23.0,42.0,0.0,4.0,0.625
2024-03-02 21:15:00,448.0,23.0,41.0,0.0,2.0,0.3333333333333333
2024-03-02 21:30:00,445.0,23.3,41.0,0.0,1.0,0.4
2024-03-02 21:45:00,453.0,23.0,41.0,0.0,4.0,0.4
2024-03-02 22:00:00,439.0,23.0,42.0,0.0,1.5,1.0
2024-03-02 22:15:00,446.0,23.0,42.0,0.0,1.0,0.6
2024-03-02 22:30:00,427.0,23.0,42.0,0.0,5.0,0.75
2024-03-02 22:45:00,432.0,23.0,42.0,0.0,1.0,0.42857142857142855
2024-03-02 23:00:00,425.0,23.3,42.0,0.0,2.0,0.625
2024-03-02 23:15:00,459.0,23.3,42.0,0.0,3.0,0.6125
2024-03-02 23:30:00,441.0,23.3,42.0,0.0,4.0,0.6
2024-03-02 23:45:00,453.5,23.0,43.0,0.0,2.5,0.4444444444444444
2024-03-03 00:00:00,445.0,22.8,43.0,0.0,2.0,0.375
2024-03-03 00:15:00,441.0,22.8,43.0,0.0,2.0,0.0
2024-03-03 00:30:00,442.0,22.5,43.0,0.0,9.0,0.0390625
2024-03-03 00:45:00,453.0,22.5,43.0,0.0,3.0,0.078125
2024-03-03 01:00:00,436.0,22.5,43.0,0.0,4.0,0.1171875
2024-03-03 01:15:00,442.0,22.5,44.0,0.0,5.0,0.15625
2024-03-03 01:30:00,449.0,22.3,44.0,0.0,4.5,0.1953125
2024-03-03 01:45:00,443.0,22.3,44.0,0.0,7.0,0.234375
2024-03-03 02:00:00,426.0,22.0,44.0,0.0,2.0,0.2734375
2024-03-03 02:15:00,444.0,22.0,44.0,0.0,4.0,0.3125
2024-03-03 02:30:00,415.0,22.0,44.0,0.0,5.0,0.3515625
2024-03-03 02:45:00,434.0,22.0,44.0,0.0,4.0,0.390625
2024-03-03 03:00:00,436.0,21.8,45.0,0.0,5.0,0.4296875
2024-03-03 03:15:00,431.0,21.8,45.0,0.0,5.5,0.46875
2024-03-03 03:30:00,428.0,21.8,45.0,0.0,3.0,0.5078125
2024-03-03 03:45:00,431.0,21.8,45.0,0.0,8.0,0.546875
2024-03-03 04:00:00,426.0,21.5,45.0,0.0,4.0,0.5859375
2024-03-03 04:15:00,429.0,21.5,45.0,0.0,11.0,0.625
2024-03-03 04:30:00,437.0,21.5,45.0,0.0,5.0,0.6640625
2024-03-03 04:45:00,436.0,21.5,45.0,0.0,4.0,0.703125
2024-03-03 05:00:00,438.0,21.5,45.0,0.0,7.0,0.7421875
2024-03-03 05:15:00,440.0,21.5,45.0,0.0,5.0,0.78125
2024-03-03 05:30:00,424.0,21.5,46.0,1.0,3.0,0.8203125
2024-03-03 05:45:00,435.0,21.3,46.0,0.0,9.0,0.859375
2024-03-03 06:00:00,436.0,21.3,46.0,0.0,3.0,0.8984375
2024-03-03 06:15:00,438.0,21.3,47.0,0.0,4.0,0.9375
2024-03-03 06:30:00,438.0,21.3,47.0,0.0,3.0,0.9765625
2024-03-03 06:45:00,421.0,21.3,47.0,0.0,3.0,1.015625
2024-03-03 07:00:00,427.0,21.15,47.0,0.0,7.5,1.0546875
2024-03-03 07:15:00,436.0,21.8,46.0,0.0,2.0,1.09375
2024-03-03 07:30:00,443.0,22.5,45.0,0.0,2.0,1.1328125
2024-03-03 07:45:00,419.0,22.8,44.0,0.0,3.0,1.171875
2024-03-03 08:00:00,418.0,23.5,43.0,0.0,6.0,1.2109375
2024-03-03 08:15:00,428.0,23.8,43.0,0.0,4.0,1.25
2024-03-03 08:30:00,418.0,23.8,43.0,0.0,3.0,0.8888888888888888
2024-03-03 08:45:00,439.0,23.8,43.0,0.0,3.5,0.8571428571428571
2024-03-03 09:00:00,434.0,23.5,43.0,0.0,3.0,0.3333333333333333
2024-03-03 09:15:00,451.0,23.5,43.0,0.0,2.0,0.5833333333333334
2024-03-03 09:30:00,460.0,23.5,42.0,0.0,1.0,0.8620689655172413
2024-03-03 09:45:00,470.0,23.5,42.0,0.0,2.0,1.1111111111111112
2024-03-03 10:00:00,487.0,23.5,42.0,0.0,2.0,0.0
2024-03-03 10:15:00,461.0,23.3,42.0,0.0,1.0,0.16666666666666666
2024-03-03 10:30:00,445.0,23.4,42.0,0.0,2.0,0.3333333333333333
2024-03-03 10:45:00,440.0,23.3,43.0,0.0,1.0,0.5416666666666667
2024-03-03 11:00:00,435.0,23.3,43.0,0.0,6.0,0.75
2024-03-03 11:15:00,428.0,23.3,43.0,0.0,4.0,0.3333333333333333
2024-03-03 11:30:00,435.0,23.3,43.0,0.0,4.0,0.3333333333333333
2024-03-03 11:45:00,426.0,23.5,43.0,0.0,1.0,0.3333333333333333
2024-03-03 12:00:00,439.0,23.5,43.0,0.0,1.0,0.3333333333333333
2024-03-03 12:15:00,437.5,23.5,44.0,0.0,3.0,0.3333333333333333
2024-03-03 12:30:00,438.0,23.5,44.0,32.0,1.0,0.3333333333333333
2024-03-03 12:45:00,428.0,23.5,44.0,0.0,2.0,0.47916666666666663
2024-03-03 13:00:00,442.0,23.5,44.0,0.0,4.0,0.625
2024-03-03 13:15:00,446.0,23.5,44.0,0.0,2.0,0.3333333333333333
2024-03-03 13:30:00,422.0,23.5,45.0,0.0,4.0,0.4
2024-03-03 13:45:00,435.0,23.3,45.0,0.0,1.0,0.3333333333333333
2024-03-03 14:00:00,438.0,23.3,45.0,0.0,3.5,0.25
2024-03-03 14:15:00,445.0,23.3,45.0,0.0,1.0,0.5694444444444444
2024-03-03 14:30:00,452.0,23.3,45.0,0.0,3.0,0.8888888888888888
2024-03-03 14:45:00,447.0,23.5,46.0,0.0,3.0,0.3333333333333333
2024-03-03 15:00:00,433.0,23.5,46.0,0.0,1.0,0.3333333333333333
2024-03-03 15:15:00,436.0,23.5,46.0,0.0,1.0,0.8888888888888888
2024-03-03 15:30:00,425.0,23.5,47.0,0.0,3.0,0.25
2024-03-03 15:45:00,427.0,23.8,48.0,0.0,3.0,0.5
2024-03-03 16:00:00,435.0,23.8,47.0,0.0,2.0,0.5
2024-03-03 16:15:00,427.0,23.8,48.0,0.0,2.0,0.65
2024-03-03 16:30:00,429.0,23.8,49.0,0.0,1.0,0.8
2024-03-03 16:45:00,431.0,23.8,49.0,0.0,1.0,0.3
2024-03-03 17:00:00,429.0,23.8,48.0,0.0,6.0,0.4
2024-03-03 17:15:00,430.0,23.8,48.0,0.0,3.0,0.3666666666666667
2024-03-03 17:30:00,425.0,23.8,47.0,0.0,3.0,0.3333333333333333
2024-03-03 17:45:00,427.0,23.5,46.0,0.0,2.0,0.5666666666666667
2024-03-03 18:00:00,443.0,23.5,45.0,0.0,2.0,0.8
2024-03-03 18:15:00,425.0,23.5,45.0,0.0,2.0,0.3333333333333333
2024-03-03 18:30:00,461.0,23.5,44.0,0.0,9.0,1.0555555555555556
2024-03-03 18:45:00,456.0,23.3,43.0,0.0,2.0,0.3333333333333333
2024-03-03 19:00:00,442.0,23.3,43.0,0.0,3.0,0.3125
2024-03-03 19:15:00,432.0,23.3,42.0,0.0,1.0,1.2105263157894737
2024-03-03 19:30:00,449.0,23.3,42.0,0.0,2.5,0.4
2024-03-03 19:45:00,446.0,23.3,41.0,0.0,2.0,0.3333333333333333
2024-03-03 20:00:00,433.0,23.3,40.0,0.0,2.0,0.375
2024-03-03 20:15:00,449.0,23.3,40.0,0.0,3.0,0.38461538461538464
2024-03-03 20:30:00,444.0,23.3,39.0,0.0,1.0,0.3333333333333333
2024-03-03 20:45:00,446.0,23.0,39.0,0.0,1.0,0.3333333333333333
2024-03-03 21:00:00,436.0,23.0,39.0,0.0,3.0,0.3333333333333333
2024-03-03 21:15:00,433.0,23.0,39.5,0.0,1.5,0.3333333333333333
2024-03-03 21:30:00,431.0,23.0,39.0,0.0,2.0,0.35416666666666663
2024-03-03 21:45:00,446.0,23.3,38.0,0.0,2.0,0.375
2024-03-03 22:00:00,445.0,23.3,39.0,0.0,1.0,0.37318840579710144
2024-03-03 22:15:00,416.0,23.0,39.0,0.0,3.0,0.3713768115942029
2024-03-03 22:30:00,440.0,23.3,39.0,0.0,4.0,0.3695652173913043
2024-03-03 22:45:00,428.0,23.0,40.0,0.0,2.0,0.3677536231884058
2024-03-03 23:00:00,428.5,23.0,39.0,0.0,3.0,0.36594202898550726
2024-03-03 23:15:00,422.0,23.0,39.0,0.0,4.0,0.3641304347826087
2024-03-03 23:30:00,427.0,23.0,39.0,0.0,3.0,0.36231884057971014
2024-03-03 23:45:00,439.0,22.8,39.0,0.0,1.0,0.3605072463768116
2024-03-04 00:00:00,425.0,22.8,39.0,0.0,6.0,0.358695652173913
2024-03-04 00:15:00,432.0,22.8,39.0,0.0,1.0,0.35688405797101447
2024-03-04 00:30:00,421.0,22.5,40.0,0.0,1.0,0.3550724637681159
2024-03-04 00:45:00,425.0,22.4,40.0,0.0,2.5,0.3532608695652174
2024-03-04 01:00:00,415.0,22.3,40.0,0.0,3.0,0.35144927536231885
2024-03-04 01:15:00,425.0,22.3,40.0,0.0,6.0,0.3496376811594203
2024-03-04 01:30:00,433.0,22.3,40.0,0.0,9.0,0.34782608695652173
2024-03-04 01:45:00,425.0,22.0,40.0,0.0,4.0,0.34601449275362317
2024-03-04 02:00:00,413.0,22.0,40.0,0.0,4.0,0.3442028985507246
2024-03-04 02:15:00,428.0,22.0,40.0,0.0,4.0,0.34239130434782605
2024-03-04 02:30:00,416.0,22.0,40.0,0.0,2.0,0.3405797101449275
2024-03-04 02:45:00,430.0,21.8,40.0,0.0,4.0,0.338768115942029
2024-03-04 03:00:00,427.0,21.5,41.0,0.0,9.0,0.33695652173913043
2024-03-04 03:15:00,428.0,21.5,41.0,0.0,5.0,0.3351449275362319
2024-03-04 03:30:00,422.0,21.5,41.0,0.0,4.0,0.3333333333333333
2024-03-04 03:45:00,426.0,21.3,41.0,0.0,3.0,0.3333333333333333
2024-03-04 04:00:00,429.0,21.3,41.0,0.0,4.0,0.3333333333333333
2024-03-04 04:15:00,430.0,21.3,41.0,0.0,12.0,0.3333333333333333
2024-03-04 04:30:00,422.5,21.3,41.0,0.0,3.0,0.3333333333333333
2024-03-04 04:45:00,424.0,21.3,41.0,0.0,2.0,0.3333333333333333
2024-03-04 05:00:00,427.0,21.3,41.0,0.0,4.0,0.3333333333333333
2024-03-04 05:15:00,427.0,21.3,41.0,0.0,7.0,0.3333333333333333
2024-03-04 05:30:00,428.0,21.3,41.0,0.0,3.0,0.3333333333333333
2024-03-04 05:45:00,422.0,21.0,41.0,0.0,6.0,0.3333333333333333
2024-03-04 06:00:00,427.0,21.0,41.0,0.0,2.0,0.3333333333333333
2024-03-04 06:15:00,427.5,21.0,42.0,0.0,1.0,0.3333333333333333
2024-03-04 06:30:00,426.0,21.0,42.0,0.0,6.0,0.3333333333333333
2024-03-04 06:45:00,443.0,21.0,42.0,0.0,4.0,0.3333333333333333
2024-03-04 07:00:00,440.0,21.0,42.0,0.0,1.0,0.3333333333333333
2024-03-04 07:15:00,446.0,21.3,42.0,0.0,2.0,0.3333333333333333
2024-03-04 07:30:00,437.0,21.8,41.0,0.0,1.0,0.3333333333333333
2024-03-04 07:45:00,447.0,22.8,38.0,0.0,1.0,0.3333333333333333
2024-03-04 08:00:00,438.0,23.4,37.5,0.0,2.0,0.38095238095238093
2024-03-04 08:15:00,455.0,24.0,36.0,0.0,1.0,0.42857142857142855
2024-03-04 08:30:00,455.0,24.3,36.0,0.0,3.0,0.25
2024-03-04 08:45:00,440.0,24.3,36.0,0.0,3.0,0.5
2024-03-04 09:00:00,458.0,24.0,36.0,0.0,4.0,0.9047619047619048
2024-03-04 09:15:00,448.0,23.8,36.0,0.0,1.0,1.2682926829268293
2024-03-04 09:30:00,459.0,23.8,36.0,0.0,4.0,0.9285714285714286
2024-03-04 09:45:00,465.5,23.8,37.0,0.0,2.0,1.368421052631579
2024-03-04 10:00:00,486.0,23.8,37.0,0.0,2.0,1.935483870967742
2024-03-04 10:15:00,490.0,23.8,37.0,0.0,1.0,1.53125
2024-03-04 10:30:00,500.0,23.8,37.0,0.0,2.0,2.1879194630872485
2024-03-04 10:45:00,498.0,23.8,37.0,0.0,1.0,2.3508771929824563
2024-03-04 11:00:00,508.0,24.0,37.0,0.0,3.0,1.5575757575757576
2024-03-04 11:15:00,504.0,24.0,37.0,0.0,3.0,4.015706806282722
2024-03-04 11:30:00,488.0,24.0,37.0,0.0,6.0,3.032863849765258
2024-03-04 11:45:00,499.5,24.0,37.5,0.0,2.0,3.539325842696629
2024-03-04 12:00:00,501.0,24.3,37.0,0.0,1.0,2.436241610738255
2024-03-04 12:15:00,515.0,24.3,37.0,0.0,2.0,3.191860465116279
2024-03-04 12:30:00,509.0,24.3,37.0,0.0,6.0,2.25
2024-03-04 12:45:00,521.0,24.3,37.0,0.0,1.0,1.3454545454545455
2024-03-04 13:00:00,520.0,24.5,37.0,0.0,3.0,2.34
2024-03-04 13:15:00,535.0,24.5,36.0,0.0,2.0,1.5238095238095237
