row_id,sensor_id,timestamp,tz_offset,battery_v,co2_ppm,humidity_pct,formaldehyde_ugm3,pressure_mb,temperature_c,lvoc_ppb,pm1_ugm3,pm25_ugm3,pm4_ugm3,pm10_ugm3
466,869,2024-02-29 20:04:48,+11,4.125,507.0,59.0,17.0,1011.0,22.8,0.0,1.0,1.0,1.0,1.0
480,241,2024-02-29 20:16:16,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
481,326,2024-02-29 20:16:20,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
492,777,2024-02-29 20:17:23,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
500,869,2024-02-29 20:18:14,+11,4.125,478.0,59.0,17.0,1011.0,22.5,616.0,1.0,2.0,3.0,3.0
514,241,2024-02-29 20:29:37,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
515,326,2024-02-29 20:29:40,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
526,777,2024-02-29 20:30:46,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
534,869,2024-02-29 20:31:33,11,4.125,478.0,58.0,17.0,1011.0,22.3,308.0,1.0,1.0,1.0,1.0
548,241,2024-02-29 20:43:02,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
549,326,2024-02-29 20:43:06,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
560,777,2024-02-29 20:44:13,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
568,869,2024-02-29 20:45:06,11,4.125,482.0,58.0,17.0,1011.0,22.3,141.0,1.0,1.0,2.0,2.0
582,241,2024-02-29 20:56:32,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
583,326,2024-02-29 20:56:35,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
594,777,2024-02-29 20:57:41,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
602,869,2024-02-29 20:58:31,+11,4.125,471.0,58.0,17.0,1011.0,22.0,34.0,3.0,3.0,3.0,3.0
616,241,2024-02-29 21:09:56,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
617,326,2024-02-29 21:09:59,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
628,777,2024-02-29 21:11:04,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
636,869,2024-02-29 21:11:49,+11,4.125,474.0,57.0,17.0,1011.0,22.3,14.0,1.0,1.0,2.0,2.0
650,241,2024-02-29 21:23:12,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
651,326,2024-02-29 21:23:15,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
662,777,2024-02-29 21:24:28,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
670,869,2024-02-29 21:25:15,+11,4.125,473.0,57.0,17.0,1011.0,22.3,3.0,2.0,2.0,3.0,3.0
684,241,2024-02-29 21:36:43,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
685,326,2024-02-29 21:36:47,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
696,777,2024-02-29 21:37:55,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
704,869,2024-02-29 21:38:45,+11,4.125,475.0,56.0,17.0,1011.0,22.5,0.0,2.0,3.0,5.0,5.0
718,241,2024-02-29 21:50:07,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
719,326,2024-02-29 21:50:10,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
730,777,2024-02-29 21:51:16,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
738,869,2024-02-29 21:52:02,+11,4.125,479.0,56.0,17.0,1011.0,22.5,0.0,3.0,3.0,3.0,3.0
752,241,2024-02-29 22:03:26,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
753,326,2024-02-29 22:03:29,11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
764,777,2024-02-29 22:04:34,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
772,869,2024-02-29 22:05:23,+11,4.125,441.0,56.0,17.0,1012.0,22.8,0.0,2.0,3.0,3.0,3.0
786,241,2024-02-29 22:16:49,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
787,326,2024-02-29 22:16:52,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
798,777,2024-02-29 22:17:58,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
806,869,2024-02-29 22:18:50,+11,4.125,459.0,56.0,17.0,1011.0,22.8,0.0,1.0,1.0,2.0,2.0
820,241,2024-02-29 22:30:15,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
821,326,2024-02-29 22:30:18,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
832,777,2024-02-29 22:31:22,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
840,869,2024-02-29 22:32:10,+11,4.125,459.0,56.0,17.0,1011.0,22.8,0.0,2.0,3.0,4.0,4.0
854,241,2024-02-29 22:43:38,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
855,326,2024-02-29 22:43:42,11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
866,777,2024-02-29 22:44:56,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
874,869,2024-02-29 22:45:48,+11,4.125,450.0,55.0,17.0,1011.0,23.0,0.0,1.0,1.0,1.0,1.0
888,241,2024-02-29 22:57:13,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
889,326,2024-02-29 22:57:16,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
900,777,2024-02-29 22:58:20,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
908,869,2024-02-29 22:59:10,+11,4.125,450.0,55.0,17.0,1011.0,23.0,0.0,1.0,1.0,2.0,2.0
922,241,2024-02-29 23:10:43,1,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
923,326,2024-02-29 23:10:46,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
934,777,2024-02-29 23:11:47,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
942,869,2024-02-29 23:12:33,+11,4.125,442.0,55.0,17.0,1011.0,23.0,0.0,1.0,2.0,3.0,3.0
956,241,2024-02-29 23:23:55,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
957,326,2024-02-29 23:23:58,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
968,777,2024-02-29 23:25:05,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
976,869,2024-02-29 23:25:53,+11,4.125,453.0,55.0,17.0,1011.0,23.0,0.0,3.0,4.0,5.0,5.0
990,241,2024-02-29 23:37:16,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
991,326,2024-02-29 23:37:19,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1002,777,2024-02-29 23:38:24,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1010,869,2024-02-29 23:39:11,11,4.125,447.0,55.0,17.0,1011.0,23.0,0.0,4.0,8.0,11.0,12.0
1024,241,2024-02-29 23:50:38,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1025,326,2024-02-29 23:50:41,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1036,777,2024-02-29 23:51:44,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1044,869,2024-02-29 23:52:31,+11,4.125,442.0,55.0,17.0,1011.0,23.0,0.0,3.0,5.0,7.0,7.0
1058,241,2024-03-01 00:03:57,11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1059,326,2024-03-01 00:04:00,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1070,777,2024-03-01 00:05:08,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1078,869,2024-03-01 00:05:58,+11,4.125,447.0,54.0,17.0,1011.0,23.0,0.0,10.0,18.0,23.0,24.0
1092,241,2024-03-01 00:17:21,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1093,326,2024-03-01 00:17:25,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1104,777,2024-03-01 00:18:29,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1112,869,2024-03-01 00:19:16,1,4.125,459.0,54.0,17.0,1011.0,23.0,0.0,7.0,9.0,11.0,11.0
1126,241,2024-03-01 00:30:42,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1127,326,2024-03-01 00:30:46,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1138,777,2024-03-01 00:31:49,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1146,869,2024-03-01 00:32:32,+11,4.125,459.0,54.0,17.0,1011.0,23.0,0.0,6.0,6.0,6.0,6.0
1160,241,2024-03-01 00:43:54,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1161,326,2024-03-01 00:43:58,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1172,777,2024-03-01 00:45:08,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1180,869,2024-03-01 00:45:56,+11,4.125,457.0,54.0,17.0,1011.0,23.0,0.0,8.0,10.0,12.0,12.0
1194,241,2024-03-01 00:57:15,11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1195,326,2024-03-01 00:57:19,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1206,777,2024-03-01 00:58:30,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1214,869,2024-03-01 00:59:24,+11,4.125,451.0,54.0,17.0,1011.0,23.0,0.0,9.0,12.0,14.0,15.0
1228,241,2024-03-01 01:10:51,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1229,326,2024-03-01 01:10:54,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1240,777,2024-03-01 01:11:57,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1248,869,2024-03-01 01:12:45,+11,4.125,460.0,54.0,17.0,1011.0,23.0,0.0,8.0,10.0,12.0,12.0
1262,241,2024-03-01 01:24:11,11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1263,326,2024-03-01 01:24:15,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1274,777,2024-03-01 01:25:22,11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1282,869,2024-03-01 01:26:12,11,4.125,453.0,54.0,17.0,1011.0,23.0,0.0,6.0,8.0,9.0,10.0
1296,241,2024-03-01 01:37:32,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1297,326,2024-03-01 01:37:35,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1308,777,2024-03-01 01:38:46,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1316,869,2024-03-01 01:39:38,+11,4.125,442.0,54.0,17.0,1011.0,23.0,1.0,10.0,13.0,15.0,15.0
1330,241,2024-03-01 01:51:05,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1331,326,2024-03-01 01:51:08,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1342,777,2024-03-01 01:52:07,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1350,869,2024-03-01 01:52:57,+11,4.125,440.0,54.0,17.0,1011.0,23.0,0.0,11.0,14.0,15.0,16.0
1364,241,2024-03-01 02:04:24,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1365,326,2024-03-01 02:04:27,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1376,777,2024-03-01 02:05:36,11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1384,869,2024-03-01 02:06:28,+11,4.125,449.0,54.0,17.0,1010.0,22.8,0.0,11.0,18.0,24.0,25.0
1398,241,2024-03-01 02:17:52,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1399,326,2024-03-01 02:17:55,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1410,777,2024-03-01 02:19:05,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1418,869,2024-03-01 02:19:52,+11,4.125,443.0,54.0,17.0,1010.0,22.8,0.0,8.0,9.0,9.0,10.0
1432,241,2024-03-01 02:31:14,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1433,326,2024-03-01 02:31:18,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1444,777,2024-03-01 02:32:21,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1452,869,2024-03-01 02:33:12,+11,4.125,437.0,54.0,17.0,1010.0,22.8,1.0,9.0,13.0,16.0,17.0
1466,241,2024-03-01 02:44:36,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1467,326,2024-03-01 02:44:39,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1478,777,2024-03-01 02:45:48,11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1486,869,2024-03-01 02:46:38,+11,4.125,445.0,54.0,17.0,1010.0,22.8,3.0,11.0,13.0,13.0,14.0
1500,241,2024-03-01 02:58:00,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1501,326,2024-03-01 02:58:03,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1512,777,2024-03-01 02:59:11,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1520,869,2024-03-01 03:00:00,+11,4.125,430.0,54.0,17.0,1010.0,22.8,1.0,10.0,14.0,17.0,17.0
1534,241,2024-03-01 03:11:22,1,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1535,326,2024-03-01 03:11:25,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1546,777,2024-03-01 03:12:26,11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1554,869,2024-03-01 03:13:18,+11,4.125,442.0,54.0,17.0,1010.0,22.8,1.0,10.0,10.0,10.0,10.0
1568,241,2024-03-01 03:24:45,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1569,326,2024-03-01 03:24:48,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1580,777,2024-03-01 03:25:53,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1588,869,2024-03-01 03:26:39,+11,4.125,435.0,54.0,17.0,1010.0,22.5,1.0,9.0,12.0,13.0,14.0
1602,241,2024-03-01 03:38:02,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1603,326,2024-03-01 03:38:05,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1614,777,2024-03-01 03:39:13,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1622,869,2024-03-01 03:40:02,+11,4.125,437.0,54.0,17.0,1010.0,22.5,1.0,8.0,8.0,8.0,8.0
1636,241,2024-03-01 03:51:26,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1637,326,2024-03-01 03:51:30,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1648,777,2024-03-01 03:52:35,11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1656,869,2024-03-01 03:53:23,+11,4.125,429.0,53.0,17.0,1010.0,22.5,1.0,10.0,14.0,16.0,17.0
1670,241,2024-03-01 04:04:49,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1671,326,2024-03-01 04:04:52,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1682,777,2024-03-01 04:06:00,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1690,869,2024-03-01 04:06:48,+11,4.125,447.0,53.0,17.0,1010.0,22.5,3.0,13.0,13.0,13.0,13.0
1704,241,2024-03-01 04:18:11,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1705,326,2024-03-01 04:18:14,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1716,777,2024-03-01 04:19:19,+11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
1724,869,2024-03-01 04:20:10,+11,4.125,441.0,53.0,17.0,1010.0,22.3,3.0,12.0,18.0,23.0,24.0
1738,241,2024-03-01 04:31:29,+11,4.1875,603.0,66.0,6.0,1011.0,23.8,14.0,8.0,9.0,9.0,9.0
1739,326,2024-03-01 04:31:33,+11,4.1875,525.0,68.0,5.0,1012.0,23.8,7.0,6.0,6.0,6.0,6.0
1750,777,2024-03-01 04:32:39,11,4.1562,425.0,51.0,1.0,1015.0,18.8,71.0,1.0,3.0,3.0,4.0
